speed,density,Latitude(N),Longitude(E),ExpiryTime,IsNegation,Severity,CauseCode,Sub_CauseCode,Reliability,class
23,89,26.148478,91.731784,1149415,0,3,94,5,19,1
28,67,26.148481,91.731541,1276909,0,2,96,5,60,1
27,71,26.148893,91.731593,8909355,0,1,1,8,11,1
21,98,26.148985,91.731964,2139535,0,1,95,2,48,1
36,31,26.148289,91.732143,5071442,0,2,92,4,24,1
23,89,26.148491,91.73172,1936977,0,3,94,5,43,1
35,36,26.148206,91.732131,8461233,0,2,14,2,19,1
21,98,26.149008,91.731943,7483609,0,3,95,2,51,1
20,103,26.148429,91.731751,6537240,0,1,11,4,78,1
22,94,26.148458,91.731678,4997735,0,4,27,4,57,1
22,94,26.148455,91.731678,6456355,0,3,27,4,66,1
21,98,26.148981,91.731918,8916743,0,3,95,2,62,1
34,40,26.148678,91.731973,5460686,0,1,94,5,73,1
23,89,26.148486,91.731791,8179340,0,1,94,5,7,1
20,103,26.148403,91.731689,7147352,0,1,11,4,12,1
32,49,26.148652,91.732068,5245217,0,2,96,5,21,1
25,80,26.14871,91.732145,1364368,0,3,99,7,24,1
34,40,26.148736,91.731932,2983112,0,4,94,5,75,1
27,71,26.148957,91.731615,2832916,0,4,1,8,55,1
37,27,26.14825,91.732164,2638014,0,2,10,7,3,1
20,103,26.148392,91.731749,5040967,0,2,11,4,49,1
26,76,26.148828,91.732007,4628378,0,2,17,6,16,1
24,85,26.148696,91.73228,6185106,0,3,98,3,20,1
24,85,26.148697,91.732261,2835530,0,3,98,3,26,1
22,94,26.148455,91.731703,5499524,0,1,27,4,69,1
23,89,26.148433,91.731756,4389758,0,1,94,5,3,1
20,103,26.148394,91.731692,4790693,0,2,11,4,94,1
22,94,26.14845,91.731694,7273033,0,3,27,4,61,1
26,76,26.148841,91.731959,3234770,0,1,17,6,70,1
28,67,26.148515,91.731549,2581730,0,2,96,5,9,1
25,80,26.148759,91.732092,4025871,0,4,99,7,20,1
24,85,26.148699,91.732285,3218062,0,1,98,3,31,1
26,76,26.148843,91.732012,7193392,0,3,17,6,6,1
25,80,26.148756,91.732093,7500488,0,1,99,7,26,1
20,103,26.148454,91.731719,2747657,0,4,11,4,51,1
31,53,26.148339,91.731758,5723413,0,1,10,7,100,1
29,62,26.148268,91.731642,8193970,0,4,1,8,28,1
23,89,26.148474,91.731763,9932761,0,1,94,5,55,1
29,62,26.148256,91.73162,1628082,0,1,1,8,14,1
26,76,26.148804,91.732016,7161169,0,4,17,6,44,1
28,67,26.148495,91.731614,6897973,0,4,96,5,45,1
31,53,26.148284,91.73177,5433488,0,3,10,7,82,1
32,49,26.148663,91.732077,5914554,0,3,96,5,50,1
28,67,26.148522,91.731563,7312692,0,3,96,5,92,1
21,98,26.14896,91.731978,2978178,0,2,95,2,63,1
25,80,26.148732,91.73211,5415350,0,3,99,7,52,1
22,94,26.148422,91.731662,9879992,0,2,27,4,24,1
28,67,26.148544,91.731596,5899707,0,4,96,5,37,1
25,80,26.148721,91.732092,5413754,0,3,99,7,21,1
39,18,26.148574,91.731581,8553601,0,3,91,8,78,1
23,89,26.148449,91.731711,5010874,0,3,94,5,21,1
38,22,26.148346,91.732141,3093633,0,1,95,2,41,1
22,94,26.148449,91.731633,8870069,0,1,27,4,6,1
33,45,26.148803,91.731824,5351413,0,4,10,7,66,1
35,36,26.148209,91.732134,3677231,0,2,14,2,92,1
23,89,26.148451,91.73175,4182827,0,2,94,5,9,1
31,53,26.148329,91.73173,3274647,0,1,10,7,67,1
30,58,26.148302,91.731586,9684077,0,4,96,5,56,1
36,31,26.148279,91.73219,6711853,0,2,92,4,26,1
29,62,26.148287,91.731631,6525536,0,2,1,8,82,1
33,45,26.148853,91.731856,4985860,0,3,10,7,45,1
21,98,26.148998,91.731946,5116734,0,1,95,2,90,1
25,80,26.148754,91.732155,5572030,0,3,99,7,36,1
28,67,26.148468,91.731552,4482575,0,3,96,5,45,1
26,76,26.148792,91.731975,1440090,0,4,17,6,13,1
36,31,26.148276,91.732135,3424293,0,2,92,4,7,1
20,103,26.148451,91.731739,1286193,0,1,11,4,43,1
35,36,26.148195,91.732133,2737816,0,2,14,2,29,1
20,103,26.148455,91.731715,9444156,0,3,11,4,63,1
25,80,26.148786,91.732118,3030304,0,2,99,7,24,1
34,40,26.148709,91.731908,2286152,0,3,94,5,0,1
29,62,26.148253,91.731597,1046207,0,3,1,8,71,1
22,94,26.148453,91.731667,9469948,0,2,27,4,52,1
21,98,26.148988,91.731949,5660986,0,4,95,2,47,1
34,40,26.148755,91.731933,2918535,0,4,94,5,2,1
27,71,26.148885,91.73159,6811817,0,1,1,8,86,1
27,71,26.148917,91.731635,3314574,0,2,1,8,97,1
27,71,26.148916,91.731648,2273289,0,2,1,8,0,1
25,80,26.148709,91.732149,4323354,0,1,99,7,5,1
28,67,26.148489,91.731594,7638974,0,4,96,5,69,1
27,71,26.148955,91.731592,4970245,0,3,1,8,59,1
28,67,26.148493,91.731606,5856040,0,1,96,5,76,1
24,85,26.148708,91.732279,1086559,0,4,98,3,32,1
35,36,26.14824,91.732131,3765265,0,4,14,2,76,1
31,53,26.148303,91.731764,8723238,0,2,10,7,22,1
27,71,26.148913,91.731644,5190534,0,3,1,8,52,1
34,40,26.148754,91.731972,7142807,0,4,94,5,49,1
20,103,26.148421,91.731767,3411179,0,2,11,4,44,1
21,98,26.149009,91.731976,4482705,0,3,95,2,26,1
25,80,26.148773,91.732127,8160189,0,2,99,7,33,1
39,18,26.148631,91.73156,1820389,0,4,91,8,42,1
29,62,26.148246,91.731588,6199387,0,4,1,8,87,1
31,53,26.148288,91.731769,8127340,0,1,10,7,94,1
21,98,26.148962,91.731961,4545296,0,1,95,2,88,1
22,94,26.148412,91.731667,9515819,0,1,27,4,34,1
22,94,26.148458,91.7317,2782013,0,4,27,4,75,1
22,94,26.148462,91.731692,9418332,0,4,27,4,100,1
20,103,26.148464,91.731702,9988719,0,2,11,4,65,1
28,67,26.148483,91.731591,9932382,0,3,96,5,51,1
24,85,26.148646,91.73226,4681798,0,1,98,3,39,1
20,103,26.14847,91.731718,3521834,0,1,11,4,3,1
39,18,26.148593,91.731533,8056567,0,2,91,8,87,1
22,94,26.148432,91.731678,3271381,0,3,27,4,5,1
36,31,26.148282,91.732171,8327678,0,1,92,4,98,1
21,98,26.148999,91.731975,6189527,0,4,95,2,0,1
24,85,26.148701,91.732312,7118432,0,4,98,3,21,1
36,31,26.148261,91.732155,5680597,0,2,92,4,14,1
20,103,26.148434,91.731699,4424423,0,2,11,4,26,1
33,45,26.148819,91.731837,6457504,0,2,10,7,5,1
21,98,26.148957,91.731918,5734623,0,1,95,2,75,1
28,67,26.14852,91.731577,9449363,0,4,96,5,8,1
38,22,26.148367,91.732139,1772407,0,1,95,2,73,1
35,36,26.148218,91.732093,4499866,0,1,14,2,39,1
27,71,26.148888,91.731586,8393662,0,3,1,8,21,1
22,94,26.148467,91.73163,1007678,0,1,27,4,36,1
31,53,26.148299,91.731781,9156796,0,2,10,7,14,1
28,67,26.148482,91.73156,9442985,0,3,96,5,49,1
28,67,26.148472,91.731594,7118831,0,4,96,5,93,1
26,76,26.148832,91.73199,6805312,0,1,17,6,68,1
24,85,26.148641,91.732279,3713744,0,3,98,3,83,1
27,71,26.148936,91.731626,8588219,0,3,1,8,38,1
27,71,26.148947,91.731582,9204278,0,1,1,8,94,1
25,80,26.148744,91.732156,4921111,0,3,99,7,83,1
29,62,26.148292,91.731625,3196664,0,4,1,8,40,1
28,67,26.148477,91.731601,9259525,0,1,96,5,94,1
29,62,26.148314,91.731626,6853981,0,2,1,8,10,1
23,89,26.148478,91.731748,8175013,0,4,94,5,82,1
32,49,26.148642,91.732116,3587004,0,2,96,5,23,1
20,103,26.148392,91.731699,9256225,0,2,11,4,52,1
25,80,26.148718,91.732131,6021809,0,1,99,7,68,1
34,40,26.148692,91.731968,8971251,0,2,94,5,91,1
33,45,26.148815,91.731839,6730097,0,2,10,7,24,1
29,62,26.148314,91.731603,2114014,0,2,1,8,1,1
33,45,26.148829,91.731862,1373254,0,4,10,7,35,1
29,62,26.148289,91.731623,8779469,0,1,1,8,49,1
28,67,26.148525,91.731543,3070952,0,4,96,5,74,1
25,80,26.148789,91.732138,5675954,0,4,99,7,68,1
20,103,26.148423,91.731739,8991871,0,1,11,4,60,1
28,67,26.1485,91.731582,1433212,0,2,96,5,73,1
32,49,26.148622,91.732096,7133688,0,3,96,5,97,1
22,94,26.148414,91.731699,3598508,0,4,27,4,39,1
22,94,26.148448,91.731633,7699461,0,3,27,4,25,1
30,58,26.148277,91.731577,4473013,0,2,96,5,0,1
24,85,26.148672,91.732266,1119050,0,4,98,3,27,1
21,98,26.149002,91.73194,9665458,0,4,95,2,37,1
33,45,26.148809,91.731832,4224431,0,4,10,7,93,1
37,27,26.148303,91.732199,2968183,0,3,10,7,63,1
25,80,26.148783,91.732118,7439468,0,4,99,7,2,1
20,103,26.148427,91.731765,2769522,0,1,11,4,99,1
20,103,26.148405,91.731747,5243604,0,3,11,4,51,1
26,76,26.148835,91.731952,5393494,0,1,17,6,2,1
23,89,26.148454,91.731728,6981901,0,2,94,5,31,1
20,103,26.148433,91.731744,5135460,0,4,11,4,4,1
38,22,26.148344,91.732117,1902275,0,3,95,2,16,1
38,22,26.148303,91.732096,5445981,0,1,95,2,84,1
23,89,26.148456,91.731722,5906981,0,3,94,5,64,1
26,76,26.148813,91.73199,5196133,0,3,17,6,61,1
29,62,26.148289,91.731653,4712671,0,2,1,8,92,1
39,18,26.148617,91.731526,2493601,0,3,91,8,7,1
21,98,26.14897,91.731946,5269301,0,1,95,2,97,1
27,71,26.148908,91.73164,5457283,0,2,1,8,94,1
22,94,26.148448,91.731653,5919770,0,4,27,4,30,1
24,85,26.148645,91.732271,7122186,0,4,98,3,78,1
22,94,26.148438,91.731641,7313822,0,2,27,4,78,1
20,103,26.148464,91.731689,4026839,0,2,11,4,56,1
30,58,26.148291,91.731619,6822890,0,4,96,5,30,1
28,67,26.14848,91.731541,6201488,0,4,96,5,26,1
29,62,26.148252,91.731619,6253257,0,3,1,8,72,1
28,67,26.148544,91.731589,1917511,0,4,96,5,38,1
33,45,26.148831,91.731853,4869219,0,3,10,7,8,1
28,67,26.148541,91.731581,6421525,0,2,96,5,23,1
29,62,26.148311,91.731585,1357609,0,1,1,8,4,1
32,49,26.14862,91.732077,2022829,0,3,96,5,1,1
21,98,26.148978,91.731987,2477862,0,4,95,2,94,1
20,103,26.148468,91.731702,8265763,0,2,11,4,9,1
37,27,26.148311,91.732155,1648006,0,4,10,7,50,1
21,98,26.148954,91.73196,4485600,0,3,95,2,14,1
35,36,26.148198,91.732119,6829140,0,1,14,2,42,1
26,76,26.14886,91.731995,1337658,0,3,17,6,19,1
24,85,26.148679,91.732314,3419598,0,4,98,3,28,1
33,45,26.148795,91.731824,4215318,0,3,10,7,37,1
31,53,26.1483,91.731752,5439384,0,3,10,7,14,1
32,49,26.148615,91.732098,1286346,0,4,96,5,96,1
38,22,26.148308,91.732098,1001315,0,1,95,2,21,1
24,85,26.148662,91.732297,7012980,0,2,98,3,91,1
20,103,26.148443,91.7317,7158852,0,2,11,4,86,1
34,40,26.148684,91.731928,3247106,0,2,94,5,80,1
20,103,26.14844,91.731728,9273555,0,2,11,4,39,1
39,18,26.148624,91.731582,7778561,0,3,91,8,71,1
30,58,26.148284,91.731576,4936197,0,1,96,5,2,1
24,85,26.148706,91.732314,9922646,0,2,98,3,81,1
22,94,26.148423,91.731667,2169616,0,3,27,4,53,1
23,89,26.148463,91.731789,2531692,0,2,94,5,72,1
26,76,26.148804,91.731968,2161059,0,1,17,6,42,1
26,76,26.148846,91.731961,6118995,0,2,17,6,60,1
36,31,26.148293,91.732127,8705523,0,4,92,4,85,1
23,89,26.148471,91.731725,5903020,0,4,94,5,52,1
36,31,26.148252,91.732185,3991687,0,3,92,4,34,1
20,103,26.14843,91.731734,2803812,0,1,11,4,69,1
31,53,26.148274,91.731773,9856360,0,2,10,7,77,1
26,76,26.148806,91.731993,5438550,0,4,17,6,34,1
24,85,26.148688,91.732311,7215487,0,4,98,3,76,1
35,36,26.148246,91.732074,3209251,0,3,14,2,34,1
23,89,26.148438,91.731758,4369033,0,1,94,5,87,1
33,45,26.148829,91.731845,5810941,0,2,10,7,75,1
25,80,26.148734,91.732095,4667126,0,1,99,7,92,1
21,98,26.148962,91.731956,1739501,0,1,95,2,93,1
28,67,26.148519,91.731559,7784525,0,2,96,5,39,1
27,71,26.148924,91.731601,8744490,0,1,1,8,75,1
27,71,26.148915,91.731617,9153588,0,4,1,8,57,1
34,40,26.148699,91.731949,5744386,0,1,94,5,76,1
25,80,26.148733,91.732106,3307546,0,1,99,7,11,1
24,85,26.14864,91.732329,4524484,0,4,98,3,18,1
31,53,26.148317,91.731725,1519764,0,3,10,7,50,1
21,98,26.149011,91.73199,8546291,0,3,95,2,44,1
21,98,26.14896,91.73195,4165017,0,4,95,2,5,1
27,71,26.1489,91.731643,9534841,0,4,1,8,32,1
23,89,26.14844,91.731751,9210069,0,1,94,5,12,1
32,49,26.148622,91.732083,9509796,0,2,96,5,11,1
21,98,26.149017,91.731964,6352434,0,4,95,2,73,1
28,67,26.148471,91.731567,4752138,0,2,96,5,23,1
32,49,26.148677,91.73211,7507519,0,2,96,5,75,1
39,18,26.148559,91.731525,3958171,0,1,91,8,81,1
29,62,26.148248,91.73161,6026455,0,3,1,8,83,1
31,53,26.148335,91.731762,7434504,0,1,10,7,84,1
23,89,26.148494,91.731788,2303168,0,2,94,5,20,1
26,76,26.148841,91.731989,8404103,0,3,17,6,83,1
38,22,26.148331,91.732132,5696177,0,3,95,2,24,1
34,40,26.148696,91.7319,3274011,0,4,94,5,43,1
20,103,26.148397,91.731734,4673100,0,4,11,4,12,1
30,58,26.148269,91.731601,5084972,0,3,96,5,18,1
24,85,26.148664,91.732284,3538632,0,3,98,3,55,1
28,67,26.148526,91.731592,2852293,0,4,96,5,84,1
24,85,26.148679,91.732297,4723639,0,3,98,3,52,1
27,71,26.148912,91.731599,4473539,0,3,1,8,59,1
32,49,26.148635,91.732097,3421014,0,2,96,5,83,1
23,89,26.148453,91.731771,4519245,0,4,94,5,29,1
21,98,26.148992,91.731928,1172090,0,3,95,2,72,1
22,94,26.148409,91.731624,6733947,0,2,27,4,90,1
35,36,26.148214,91.732144,1885134,0,4,14,2,44,1
27,71,26.148949,91.73161,4881156,0,1,1,8,44,1
20,103,26.148403,91.731739,9824390,0,4,11,4,23,1
21,98,26.149004,91.731948,3855856,0,3,95,2,13,1
25,80,26.148744,91.732142,1874025,0,1,99,7,72,1
25,80,26.148776,91.73215,3823379,0,4,99,7,64,1
38,22,26.148359,91.73214,7587125,0,4,95,2,78,1
29,62,26.148279,91.731594,3855860,0,2,1,8,100,1
20,103,26.148398,91.731696,2218613,0,3,11,4,66,1
31,53,26.148326,91.731735,9586366,0,3,10,7,64,1
31,53,26.148301,91.731709,2904784,0,3,10,7,64,1
25,80,26.148734,91.732098,8109351,0,1,99,7,36,1
20,103,26.148447,91.73174,4305640,0,2,11,4,60,1
22,94,26.148409,91.731677,2810811,0,3,27,4,59,1
35,36,26.148228,91.732104,4696548,0,1,14,2,49,1
29,62,26.148242,91.731652,4186735,0,1,1,8,94,1
28,67,26.148536,91.731547,5082295,0,2,96,5,21,1
31,53,26.14833,91.731711,4063363,0,2,10,7,0,1
38,22,26.148339,91.732107,4785563,0,3,95,2,71,1
35,36,26.148261,91.73212,9786232,0,4,14,2,78,1
23,89,26.148481,91.731741,7991061,0,2,94,5,95,1
34,40,26.148717,91.731905,7010661,0,2,94,5,49,1
21,98,26.148968,91.731929,4548085,0,4,95,2,14,1
27,71,26.148918,91.731625,6731555,0,2,1,8,81,1
26,76,26.148802,91.731946,7585179,0,3,17,6,35,1
20,103,26.148424,91.731729,3560957,0,3,11,4,88,1
22,94,26.14846,91.731649,8567481,0,2,27,4,41,1
24,85,26.148712,91.732302,1722867,0,1,98,3,93,1
26,76,26.148814,91.732019,1054154,0,2,17,6,39,1
23,89,26.148496,91.731769,1080334,0,1,94,5,24,1
28,67,26.148478,91.731599,2202309,0,4,96,5,94,1
37,27,26.148248,91.732175,1094712,0,1,10,7,38,1
27,71,26.148908,91.731654,3119207,0,3,1,8,26,1
33,45,26.148777,91.731839,7222469,0,1,10,7,85,1
25,80,26.148711,91.732157,9386958,0,3,99,7,98,1
21,98,26.14895,91.731923,2072350,0,1,95,2,27,1
23,89,26.14848,91.731756,6221033,0,3,94,5,20,1
28,67,26.148489,91.73159,8466414,0,4,96,5,94,1
37,27,26.148239,91.732219,5965348,0,1,10,7,42,1
30,58,26.148305,91.731602,2250504,0,3,96,5,18,1
21,98,26.148955,91.731919,1115776,0,4,95,2,4,1
30,58,26.148317,91.731555,1586571,0,2,96,5,14,1
24,85,26.148662,91.732296,7926802,0,1,98,3,17,1
29,62,26.148248,91.731635,6250126,0,2,1,8,31,1
27,71,26.148887,91.731626,3505867,0,4,1,8,82,1
24,85,26.148683,91.732329,9051937,0,4,98,3,69,1
23,89,26.148466,91.731786,2654997,0,3,94,5,26,1
29,62,26.148275,91.73161,1443758,0,4,1,8,42,1
23,89,26.148464,91.731782,1518350,0,3,94,5,45,1
21,98,26.149002,91.731951,8715419,0,4,95,2,70,1
23,89,26.148488,91.731767,6437550,0,1,94,5,29,1
20,103,26.148434,91.731711,6534398,0,4,11,4,35,1
21,98,26.149016,91.731914,8132149,0,4,95,2,2,1
23,89,26.148419,91.731747,6488545,0,2,94,5,12,1
27,71,26.148918,91.731642,2178032,0,3,1,8,68,1
21,98,26.149028,91.73199,4043220,0,3,95,2,89,1
24,85,26.148663,91.732338,7643931,0,3,98,3,72,1
22,94,26.148418,91.731656,1966047,0,1,27,4,80,1
26,76,26.148814,91.731947,1952305,0,2,17,6,11,1
33,45,26.14883,91.731853,7992555,0,4,10,7,95,1
28,67,26.148519,91.731538,8588810,0,3,96,5,91,1
23,89,26.148466,91.73175,1198244,0,2,94,5,83,1
24,85,26.14869,91.732308,1353555,0,2,98,3,66,1
22,94,26.148451,91.73165,8044191,0,2,27,4,4,1
23,89,26.14848,91.731765,8258802,0,3,94,5,94,1
31,53,26.148308,91.731755,4306368,0,2,10,7,54,1
30,58,26.14828,91.731599,2309614,0,1,96,5,68,1
33,45,26.148827,91.731852,2281980,0,4,10,7,87,1
21,98,26.148977,91.731965,3624406,0,2,95,2,17,1
24,85,26.148713,91.732266,5435147,0,2,98,3,19,1
30,58,26.14829,91.731594,2169531,0,1,96,5,75,1
20,103,26.148413,91.731709,3039688,0,1,11,4,56,1
24,85,26.148663,91.732266,6353610,0,3,98,3,23,1
35,36,26.148194,91.732102,4001128,0,4,14,2,6,1
38,22,26.148328,91.732107,3163099,0,1,95,2,31,1
22,94,26.148454,91.731676,5225531,0,2,27,4,31,1
26,76,26.148804,91.732002,6859644,0,3,17,6,8,1
27,71,26.14892,91.731603,2339233,0,2,1,8,84,1
33,45,26.148848,91.731801,8782591,0,4,10,7,53,1
21,98,26.148997,91.73197,7200461,0,1,95,2,97,1
39,18,26.148603,91.731561,2158473,0,4,91,8,77,1
20,103,26.148426,91.731755,8317082,0,3,11,4,11,1
21,98,26.149011,91.731914,1591385,0,4,95,2,20,1
20,103,26.148429,91.731724,7501190,0,3,11,4,78,1
26,76,26.148809,91.731978,4893912,0,2,17,6,93,1
25,80,26.148763,91.732133,6436099,0,4,99,7,43,1
21,98,26.148977,91.731951,6035073,0,1,95,2,3,1
28,67,26.148497,91.73159,4981614,0,3,96,5,41,1
34,40,26.148727,91.731912,4920496,0,4,94,5,23,1
31,53,26.148267,91.73171,5853663,0,1,10,7,16,1
23,89,26.14845,91.731783,2919929,0,4,94,5,89,1
25,80,26.148761,91.732149,9973178,0,4,99,7,43,1
21,98,26.148983,91.73193,7829177,0,2,95,2,86,1
25,80,26.148763,91.732151,3074843,0,4,99,7,10,1
34,40,26.148718,91.731925,7731448,0,1,94,5,37,1
21,98,26.148997,91.73197,3908859,0,4,95,2,85,1
28,67,26.148527,91.731548,8722818,0,1,96,5,19,1
26,76,26.148804,91.732008,7251896,0,4,17,6,9,1
23,89,26.148426,91.731715,6123092,0,3,94,5,14,1
22,94,26.148478,91.731685,4890028,0,3,27,4,31,1
37,27,26.148276,91.732163,3821921,0,3,10,7,40,1
35,36,26.148249,91.732126,6949571,0,4,14,2,28,1
21,98,26.148968,91.731983,2740167,0,2,95,2,45,1
27,71,26.148952,91.731622,5124414,0,3,1,8,61,1
33,45,26.148826,91.731847,7436809,0,2,10,7,14,1
33,45,26.148816,91.731854,6505804,0,3,10,7,55,1
30,58,26.14829,91.731598,3475594,0,1,96,5,73,1
36,31,26.148235,91.732124,2603351,0,1,92,4,28,1
30,58,26.148275,91.731569,9786256,0,3,96,5,64,1
23,89,26.148433,91.73177,7653329,0,1,94,5,65,1
36,31,26.148309,91.732162,1999282,0,1,92,4,76,1
32,49,26.148687,91.732067,7602049,0,2,96,5,99,1
21,98,26.149008,91.731923,5532440,0,4,95,2,20,1
22,94,26.148468,91.731646,6235934,0,4,27,4,6,1
25,80,26.148754,91.73212,5736115,0,4,99,7,15,1
37,27,26.148296,91.732182,1893809,0,2,10,7,91,1
24,85,26.14868,91.732265,2945228,0,1,98,3,42,1
24,85,26.148714,91.732314,5462164,0,3,98,3,41,1
21,98,26.14897,91.731962,4465267,0,3,95,2,31,1
26,76,26.148801,91.732026,2372541,0,1,17,6,79,1
26,76,26.148808,91.731995,2374722,0,3,17,6,16,1
21,98,26.149001,91.731952,5787011,0,1,95,2,30,1
28,67,26.14847,91.731557,3990626,0,4,96,5,61,1
33,45,26.148843,91.731824,9304760,0,4,10,7,46,1
23,89,26.148492,91.731712,7698271,0,3,94,5,94,1
23,89,26.148437,91.731791,9515546,0,2,94,5,33,1
21,98,26.148962,91.731945,5148332,0,1,95,2,14,1
25,80,26.14872,91.732086,3659934,0,3,99,7,18,1
32,49,26.148652,91.732106,3851433,0,4,96,5,78,1
22,94,26.148475,91.73168,9107297,0,4,27,4,86,1
20,103,26.148423,91.731743,5605353,0,1,11,4,74,1
35,36,26.148206,91.732071,1949771,0,4,14,2,41,1
29,62,26.148248,91.73161,9930098,0,2,1,8,39,1
24,85,26.148659,91.732283,2517769,0,2,98,3,66,1
36,31,26.148277,91.732197,3916700,0,3,92,4,41,1
24,85,26.1487,91.732327,4680890,0,1,98,3,91,1
28,67,26.14854,91.731542,7882444,0,3,96,5,40,1
36,31,26.148308,91.732129,4667865,0,3,92,4,56,1
31,53,26.148342,91.731726,4935464,0,3,10,7,4,1
22,94,26.148428,91.73167,9483986,0,3,27,4,68,1
20,103,26.148444,91.731697,9793359,0,1,11,4,68,1
27,71,26.148915,91.731621,2453815,0,1,1,8,52,1
23,89,26.148443,91.731715,8976244,0,1,94,5,31,1
24,85,26.148639,91.732263,9659951,0,3,98,3,60,1
28,67,26.148468,91.731553,5899543,0,2,96,5,30,1
30,58,26.148298,91.731591,1287247,0,1,96,5,5,1
29,62,26.148291,91.731614,2589687,0,4,1,8,70,1
22,94,26.148454,91.731627,9406640,0,2,27,4,100,1
30,58,26.14827,91.731586,8273563,0,1,96,5,58,1
26,76,26.148831,91.731954,2801903,0,4,17,6,97,1
26,76,26.148796,91.731988,3616082,0,4,17,6,85,1
26,76,26.148837,91.732012,7116100,0,3,17,6,75,1
27,71,26.148906,91.731654,6505887,0,2,1,8,32,1
24,85,26.148636,91.73233,6882170,0,2,98,3,49,1
20,103,26.148434,91.731704,1213560,0,3,11,4,31,1
24,85,26.148679,91.7323,5464027,0,2,98,3,90,1
23,89,26.148446,91.731771,9493350,0,3,94,5,61,1
32,49,26.14862,91.732119,6728130,0,2,96,5,75,1
30,58,26.148319,91.731545,2079145,0,4,96,5,8,1
25,80,26.148769,91.73208,8652952,0,4,99,7,100,1
32,49,26.148649,91.732097,1298999,0,2,96,5,0,1
23,89,26.148457,91.731722,7106474,0,3,94,5,9,1
30,58,26.148302,91.731585,8244371,0,1,96,5,49,1
24,85,26.148709,91.732306,1411028,0,4,98,3,7,1
28,67,26.148485,91.731581,9900686,0,4,96,5,70,1
21,98,26.14897,91.731977,6499658,0,3,95,2,34,1
28,67,26.14848,91.731538,9376965,0,1,96,5,4,1
20,103,26.148455,91.731754,4932669,0,3,11,4,96,1
21,98,26.149001,91.731925,6142051,0,2,95,2,92,1
29,62,26.148271,91.731583,5418253,0,2,1,8,32,1
31,53,26.148314,91.731749,9900792,0,3,10,7,77,1
22,94,26.148415,91.731666,4072509,0,4,27,4,11,1
38,22,26.148357,91.732076,6362338,0,3,95,2,51,1
23,89,26.148484,91.731716,2614709,0,3,94,5,12,1
28,67,26.148488,91.731549,5440799,0,3,96,5,83,1
27,71,26.148924,91.731644,6533534,0,2,1,8,52,1
30,58,26.148268,91.731609,3891422,0,2,96,5,38,1
30,58,26.148316,91.731602,1036045,0,2,96,5,56,1
37,27,26.148234,91.732171,5364976,0,3,10,7,40,1
35,36,26.14823,91.732119,3765108,0,4,14,2,69,1
31,53,26.148291,91.731768,7503257,0,4,10,7,63,1
29,62,26.148267,91.731606,6251218,0,3,1,8,4,1
34,40,26.148726,91.731914,8799439,0,3,94,5,10,1
20,103,26.14843,91.731701,7459462,0,1,11,4,15,1
31,53,26.14827,91.73175,5349262,0,4,10,7,75,1
25,80,26.148734,91.732083,4546726,0,4,99,7,93,1
31,53,26.148271,91.731774,6280819,0,2,10,7,88,1
23,89,26.148457,91.731738,7295672,0,4,94,5,26,1
26,76,26.148801,91.731994,8051922,0,3,17,6,73,1
39,18,26.148566,91.731558,6193399,0,1,91,8,31,1
29,62,26.148313,91.731629,8985977,0,2,1,8,18,1
29,62,26.148245,91.731656,9597573,0,4,1,8,35,1
27,71,26.148894,91.731627,8090415,0,4,1,8,54,1
24,85,26.148698,91.73233,3276228,0,2,98,3,89,1
26,76,26.148807,91.732023,1959268,0,2,17,6,47,1
34,40,26.148684,91.731961,3597446,0,3,94,5,48,1
26,76,26.148839,91.731966,3468217,0,1,17,6,63,1
28,67,26.148529,91.731605,3882607,0,4,96,5,93,1
22,94,26.148417,91.731664,3672429,0,3,27,4,16,1
34,40,26.148748,91.731972,5106251,0,3,94,5,63,1
30,58,26.148261,91.731545,9549138,0,4,96,5,34,1
24,85,26.148674,91.732283,7883699,0,2,98,3,51,1
33,45,26.148805,91.731872,7027798,0,1,10,7,48,1
20,103,26.148415,91.731756,4883032,0,4,11,4,95,1
27,71,26.148893,91.731593,4661968,0,4,1,8,69,1
29,62,26.148272,91.731605,7593053,0,4,1,8,1,1
27,71,26.148957,91.731608,8423514,0,3,1,8,12,1
23,89,26.148416,91.731761,5941001,0,2,94,5,68,1
37,27,26.148281,91.732202,5267328,0,2,10,7,2,1
20,103,26.148425,91.73172,1002010,0,2,11,4,86,1
22,94,26.148436,91.731634,1444448,0,1,27,4,77,1
37,27,26.14826,91.732198,2155663,0,2,10,7,51,1
20,103,26.148441,91.731763,1912158,0,1,11,4,93,1
35,36,26.148214,91.732138,1215006,0,4,14,2,89,1
38,22,26.148333,91.732119,8181220,0,1,95,2,97,1
25,80,26.148779,91.732103,1145702,0,1,99,7,75,1
23,89,26.148448,91.731774,8148712,0,3,94,5,82,1
23,89,26.14847,91.731756,5315013,0,3,94,5,63,1
20,103,26.148391,91.731708,7957265,0,2,11,4,4,1
32,49,26.148644,91.732082,9329205,0,2,96,5,72,1
35,36,26.148206,91.732095,6938871,0,2,14,2,62,1
21,98,26.148956,91.731977,9726589,0,4,95,2,100,1
33,45,26.148839,91.731872,9986163,0,1,10,7,86,1
27,71,26.148928,91.731575,4864977,0,1,1,8,15,1
31,53,26.148303,91.731725,3436492,0,1,10,7,41,1
